0.4 0.1; 127.27395618 52.50559417 26.76850754 34.079549; 0.11761356 0.10641272 0.1033442 0.10318568
0.4 0.1; 127.22474571 52.5534005 26.74792478 34.10553339; 0.11772575 0.10645356 0.1033655 0.10320597
0.4 0.1; 127.17553524 52.60120684 26.72734203 34.13151777; 0.11783794 0.10649441 0.1033868 0.10322626
0.4 0.1; 127.12632477 52.64901317 26.70675927 34.15750216; 0.11795013 0.10653525 0.1034081 0.10324655
0.4 0.1; 127.0771143 52.6968195 26.68617652 34.18348655; 0.11806232 0.1065761 0.1034294 0.10326684
0.4 0.1; 127.02790383 52.74462583 26.66559376 34.20947094; 0.1181745 0.10661694 0.1034507 0.10328713
0.4 0.1; 126.97869336 52.79243217 26.64501101 34.23545533; 0.11828669 0.10665779 0.103472 0.10330742
0.4 0.1; 126.92948289 52.8402385 26.62442825 34.26143972; 0.11839888 0.10669863 0.1034933 0.10332771
0.4 0.1; 126.88027242 52.88804483 26.6038455 34.2874241; 0.11851107 0.10673948 0.1035146 0.103348
0.4 0.1; 126.83106195 52.93585116 26.58326274 34.31340849; 0.11862326 0.10678033 0.1035359 0.10336829
0.4 0.1; 126.78185148 52.98365749 26.56267999 34.33939288; 0.11873545 0.10682117 0.1035572 0.10338858
0.4 0.1; 126.73264101 53.03146383 26.54209724 34.36537727; 0.11884763 0.10686202 0.10357851 0.10340888
0.4 0.1; 126.68343054 53.07927016 26.52151448 34.39136166; 0.11895982 0.10690286 0.10359981 0.10342917
0.4 0.1; 126.63422007 53.12707649 26.50093173 34.41734605; 0.11907201 0.10694371 0.10362111 0.10344946
0.4 0.1; 126.5850096 53.17488282 26.48034897 34.44333044; 0.1191842 0.10698455 0.10364241 0.10346975
0.4 0.1; 126.53579913 53.22268916 26.45976622 34.46931482; 0.11929639 0.1070254 0.10366371 0.10349004
0.4 0.1; 126.48658866 53.27049549 26.43918346 34.49529921; 0.11940858 0.10706624 0.10368501 0.10351033
0.4 0.1; 126.43737819 53.31830182 26.41860071 34.5212836; 0.11952076 0.10710709 0.10370631 0.10353062
0.4 0.1; 126.38816772 53.36610815 26.39801795 34.54726799; 0.11963295 0.10714793 0.10372761 0.10355091
0.4 0.1; 126.33895725 53.41391449 26.3774352 34.57325238; 0.11974514 0.10718878 0.10374891 0.1035712
0.4 0.1; 126.28974678 53.46172082 26.35685244 34.59923677; 0.11985733 0.10722962 0.10377021 0.10359149
0.4 0.1; 126.24053631 53.50952715 26.33626969 34.62522116; 0.11996952 0.10727047 0.10379151 0.10361178
0.4 0.1; 126.19132584 53.55733348 26.31568694 34.65120554; 0.12008171 0.10731131 0.10381281 0.10363208
0.4 0.1; 126.14211537 53.60513981 26.29510418 34.67718993; 0.12019389 0.10735216 0.10383411 0.10365237
0.4 0.1; 126.0929049 53.65294615 26.27452143 34.70317432; 0.12030608 0.10739301 0.10385541 0.10367266
0.4 0.1; 126.04369443 53.70075248 26.25393867 34.72915871; 0.12041827 0.10743385 0.10387671 0.10369295
0.4 0.1; 125.99448396 53.74855881 26.23335592 34.7551431; 0.12053046 0.1074747 0.10389801 0.10371324
0.4 0.1; 125.94527349 53.79636514 26.21277316 34.78112749; 0.12064265 0.10751554 0.10391932 0.10373353
0.4 0.1; 125.89606302 53.84417148 26.19219041 34.80711187; 0.12075484 0.10755639 0.10394062 0.10375382
0.4 0.1; 125.84685255 53.89197781 26.17160765 34.83309626; 0.12086702 0.10759723 0.10396192 0.10377411
0.4 0.1; 125.79764208 53.93978414 26.1510249 34.85908065; 0.12097921 0.10763808 0.10398322 0.1037944
0.4 0.1; 125.74843161 53.98759047 26.13044214 34.88506504; 0.1210914 0.10767892 0.10400452 0.10381469
0.4 0.1; 125.69922114 54.03539681 26.10985939 34.91104943; 0.12120359 0.10771977 0.10402582 0.10383498
0.4 0.1; 125.65001067 54.08320314 26.08927664 34.93703382; 0.12131578 0.10776061 0.10404712 0.10385528
0.4 0.1; 125.6008002 54.13100947 26.06869388 34.96301821; 0.12142797 0.10780146 0.10406842 0.10387557
0.4 0.1; 125.55158973 54.1788158 26.04811113 34.98900259; 0.12154015 0.1078423 0.10408972 0.10389586
0.4 0.1; 125.50237926 54.22662213 26.02752837 35.01498698; 0.12165234 0.10788315 0.10411102 0.10391615
0.4 0.1; 125.45316879 54.27442847 26.00694562 35.04097137; 0.12176453 0.107924 0.10413232 0.10393644
0.4 0.1; 125.40395832 54.3222348 25.98636286 35.06695576; 0.12187672 0.10796484 0.10415362 0.10395673
0.4 0.1; 125.35474785 54.37004113 25.96578011 35.09294015; 0.12198891 0.10800569 0.10417492 0.10397702
0.4 0.1; 125.30553738 54.41784746 25.94519735 35.11892454; 0.12210109 0.10804653 0.10419622 0.10399731
0.4 0.1; 125.25632691 54.4656538 25.9246146 35.14490893; 0.12221328 0.10808738 0.10421752 0.1040176
0.4 0.1; 125.20711644 54.51346013 25.90403184 35.17089331; 0.12232547 0.10812822 0.10423882 0.10403789
0.4 0.1; 125.15790597 54.56126646 25.88344909 35.1968777; 0.12243766 0.10816907 0.10426013 0.10405819
0.4 0.1; 125.1086955 54.60907279 25.86286634 35.22286209; 0.12254985 0.10820991 0.10428143 0.10407848
0.4 0.1; 125.05948503 54.65687913 25.84228358 35.24884648; 0.12266204 0.10825076 0.10430273 0.10409877
0.4 0.1; 125.01027456 54.70468546 25.82170083 35.27483087; 0.12277422 0.1082916 0.10432403 0.10411906
0.4 0.1; 124.96106409 54.75249179 25.80111807 35.30081526; 0.12288641 0.10833245 0.10434533 0.10413935
0.4 0.1; 124.91185362 54.80029812 25.78053532 35.32679965; 0.1229986 0.10837329 0.10436663 0.10415964
0.4 0.1; 124.86264315 54.84810445 25.75995256 35.35278403; 0.12311079 0.10841414 0.10438793 0.10417993
0.4 0.1; 124.81343268 54.89591079 25.73936981 35.37876842; 0.12322298 0.10845498 0.10440923 0.10420022
0.4 0.1; 124.76422221 54.94371712 25.71878705 35.40475281; 0.12333517 0.10849583 0.10443053 0.10422051
0.4 0.1; 124.71501174 54.99152345 25.6982043 35.4307372; 0.12344735 0.10853668 0.10445183 0.1042408
0.4 0.1; 124.66580127 55.03932978 25.67762154 35.45672159; 0.12355954 0.10857752 0.10447313 0.10426109
0.4 0.1; 124.6165908 55.08713612 25.65703879 35.48270598; 0.12367173 0.10861837 0.10449443 0.10428139
0.4 0.1; 124.56738033 55.13494245 25.63645604 35.50869036; 0.12378392 0.10865921 0.10451573 0.10430168
0.4 0.1; 124.51816986 55.18274878 25.61587328 35.53467475; 0.12389611 0.10870006 0.10453703 0.10432197
0.4 0.1; 124.46895938 55.23055511 25.59529053 35.56065914; 0.1240083 0.1087409 0.10455833 0.10434226
0.4 0.1; 124.41974891 55.27836145 25.57470777 35.58664353; 0.12412048 0.10878175 0.10457963 0.10436255
0.4 0.1; 124.37053844 55.32616778 25.55412502 35.61262792; 0.12423267 0.10882259 0.10460094 0.10438284
0.4 0.1; 124.32132797 55.37397411 25.53354226 35.63861231; 0.12434486 0.10886344 0.10462224 0.10440313
0.4 0.1; 124.2721175 55.42178044 25.51295951 35.6645967; 0.12445705 0.10890428 0.10464354 0.10442342
0.4 0.1; 124.22290703 55.46958677 25.49237675 35.69058108; 0.12456924 0.10894513 0.10466484 0.10444371
0.4 0.1; 124.17369656 55.51739311 25.471794 35.71656547; 0.12468143 0.10898597 0.10468614 0.104464
0.4 0.1; 124.12448609 55.56519944 25.45121124 35.74254986; 0.12479361 0.10902682 0.10470744 0.10448429
0.4 0.1; 124.07527562 55.61300577 25.43062849 35.76853425; 0.1249058 0.10906766 0.10472874 0.10450459
0.4 0.1; 124.02606515 55.6608121 25.41004574 35.79451864; 0.12501799 0.10910851 0.10475004 0.10452488
0.4 0.1; 123.97685468 55.70861844 25.38946298 35.82050303; 0.12513018 0.10914936 0.10477134 0.10454517
0.4 0.1; 123.92764421 55.75642477 25.36888023 35.84648742; 0.12524237 0.1091902 0.10479264 0.10456546
0.4 0.1; 123.87843374 55.8042311 25.34829747 35.8724718; 0.12535456 0.10923105 0.10481394 0.10458575
0.4 0.1; 123.82922327 55.85203743 25.32771472 35.89845619; 0.12546674 0.10927189 0.10483524 0.10460604
0.4 0.1; 123.7800128 55.89984377 25.30713196 35.92444058; 0.12557893 0.10931274 0.10485654 0.10462633
0.4 0.1; 123.73080233 55.9476501 25.28654921 35.95042497; 0.12569112 0.10935358 0.10487784 0.10464662
0.4 0.1; 123.68159186 55.99545643 25.26596645 35.97640936; 0.12580331 0.10939443 0.10489914 0.10466691
0.4 0.1; 123.63238139 56.04326276 25.2453837 36.00239375; 0.1259155 0.10943527 0.10492045 0.1046872
0.4 0.1; 123.58317092 56.09106909 25.22480094 36.02837814; 0.12602769 0.10947612 0.10494175 0.10470749
0.4 0.1; 123.53396045 56.13887543 25.20421819 36.05436252; 0.12613987 0.10951696 0.10496305 0.10472779
0.4 0.1; 123.48474998 56.18668176 25.18363544 36.08034691; 0.12625206 0.10955781 0.10498435 0.10474808
0.4 0.1; 123.43553951 56.23448809 25.16305268 36.1063313; 0.12636425 0.10959865 0.10500565 0.10476837
0.4 0.1; 123.38632904 56.28229442 25.14246993 36.13231569; 0.12647644 0.1096395 0.10502695 0.10478866
0.4 0.1; 123.33711857 56.33010076 25.12188717 36.15830008; 0.12658863 0.10968034 0.10504825 0.10480895
0.4 0.1; 123.2879081 56.37790709 25.10130442 36.18428447; 0.12670082 0.10972119 0.10506955 0.10482924
0.4 0.1; 123.23869763 56.42571342 25.08072166 36.21026885; 0.126813 0.10976204 0.10509085 0.10484953
0.4 0.1; 123.18948716 56.47351975 25.06013891 36.23625324; 0.12692519 0.10980288 0.10511215 0.10486982
